,PrimerMix,Target,Assay,Conc,Exp_id,MeltPeaks,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
326,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.79852339,-5.80E-07,-0.00033298,8.03E-05,-1.02E-05,0.00026342,0.00070722,0.00197152,0.00406962,0.00854282,0.01633252,0.03117882,0.05644052,0.09541352,0.14258752,0.18904352,0.23153652,0.26797052,0.29928352,0.32646552,0.34943552,0.36946252,0.38635952,0.40110252,0.41429452,0.42554552,0.43567652,0.44456052,0.45206552,0.45902352,0.46560952,0.47058652,0.47591852,0.48043552,0.48436352,0.48804252,0.49146652,0.49514252,0.49755652,0.49966552,0.50209452,0.50391152,0.50640752,0.50779652,0.50967452,0.51131252
327,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.70724103,-0.00085484,-0.00044694,-4.96E-05,0.00036706,0.00098436,0.00174766,0.00300746,0.00571506,0.01018806,0.01862586,0.03419476,0.06109116,0.10181816,0.15176816,0.20157016,0.24631216,0.28527616,0.31795916,0.34678316,0.37090216,0.39186716,0.41007016,0.42536916,0.43890816,0.45100916,0.46097816,0.47052116,0.47898216,0.48588316,0.49241416,0.49759116,0.50356816,0.50848516,0.51223116,0.51671416,0.51963816,0.52298116,0.52584916,0.52832916,0.53147216,0.53360616,0.53533616,0.53722216,0.53935816,0.54042016
328,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.66949472,0.0002142,-0.0002012,-0.0001637,-0.0001618,0.0003125,0.0011637,0.0023054,0.0045433,0.0091433,0.0179645,0.0334289,0.0602124,0.1013964,0.1515254,0.2014094,0.2462374,0.2849744,0.3190854,0.3474084,0.3721274,0.3925844,0.4105524,0.4264224,0.4396934,0.4520354,0.4624284,0.4721894,0.4807574,0.4877364,0.4948154,0.4999734,0.5064444,0.5106014,0.5143644,0.5185604,0.5219794,0.5255304,0.5290854,0.5318774,0.5342894,0.5371074,0.5384554,0.5413314,0.5421214,0.5442294
329,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.72097143,-0.00083244,-0.00037974,-1.25E-05,0.00028106,0.00094366,0.00183506,0.00313526,0.00589886,0.01080526,0.01988936,0.03690516,0.06613416,0.11096916,0.16577916,0.22073516,0.26953716,0.31300116,0.35009816,0.38196016,0.40912016,0.43266316,0.45288616,0.47072416,0.48618916,0.49944116,0.51148616,0.52266416,0.53151916,0.53956416,0.54695716,0.55421216,0.56046516,0.56557116,0.56997016,0.57504816,0.57961816,0.58257316,0.58671516,0.59054016,0.59337216,0.59608016,0.59912516,0.60145216,0.60433116,0.60554216
330,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.72493824,0.00032294,-0.00011856,-6.07E-05,-6.96E-05,-7.42E-05,0.00073724,0.00204074,0.00414384,0.00874354,0.01730954,0.03320564,0.06020924,0.10182024,0.15213924,0.20159124,0.24599224,0.28500924,0.31796224,0.34677724,0.37129124,0.39153524,0.40964024,0.42537824,0.43848424,0.45095124,0.46127524,0.47080024,0.47863724,0.48589924,0.49220724,0.49822424,0.50337824,0.50857124,0.51219724,0.51608724,0.51985224,0.52267624,0.52577524,0.52829024,0.53101624,0.53311724,0.53527224,0.53709424,0.53872224,0.54062824
331,PM9.8,mcr-7,G16-1,100000000,20200521_02,89.62740331,-0.0006228,-0.0005369,-0.0001815,0.0003058,0.0010354,0.0016067,0.0028371,0.0054311,0.010063,0.0188332,0.034285,0.0606992,0.0999712,0.1473212,0.1925722,0.2347992,0.2709892,0.3025362,0.3303802,0.3531092,0.3735192,0.3912982,0.4063602,0.4201432,0.4318372,0.4418182,0.4519502,0.4595452,0.4671862,0.4738342,0.4794732,0.4853592,0.4904732,0.4951262,0.4995912,0.5031302,0.5070302,0.5106342,0.5132292,0.5170602,0.5191512,0.5215292,0.5246462,0.5261692,0.5278962
332,PM9.8,mcr-8,G17,10,20200521_02,84.1811762,-0.00130438,-0.00040458,0.00013522,0.00056032,0.00101342,0.00129702,0.00143872,0.00147452,0.00194292,0.00190352,0.00210842,0.00207352,0.00243422,0.00273142,0.00316672,0.00332552,0.00388812,0.00390182,0.00428972,0.00466772,0.00477192,0.00510932,0.00559912,0.00585352,0.00610592,0.00614362,0.00645562,0.00727962,0.00788162,0.00884012,0.01087592,0.01422232,0.02018552,0.03188782,0.05276182,0.08920782,0.14771482,0.22614682,0.30349482,0.35384782,0.39581582,0.43404182,0.46831882,0.49647182,0.52113382
333,PM9.8,mcr-8,G17,10,20200521_02,84.34139791,-0.0017809,-0.0005221,0.0004947,0.0006092,0.0011991,0.0011325,0.0013107,0.0015412,0.001692,0.0019823,0.0020633,0.002309,0.0022583,0.0027977,0.0030651,0.0033105,0.0033731,0.0037839,0.0039917,0.0045236,0.0048105,0.0048957,0.0055118,0.0054565,0.0059301,0.0061696,0.0067902,0.0077183,0.0090771,0.0115673,0.0159737,0.0244261,0.0397405,0.0675105,0.1132335,0.1799265,0.2575945,0.3118665,0.3545505,0.3926805,0.4251065,0.4540005,0.4794465,0.5000965,0.5186125
334,PM9.8,mcr-8,G17,10,20200521_02,84.39033118,0.000189,-9.46E-05,-0.0001937,-5.05E-05,0.0001498,0.0002461,0.0001751,0.0005039,0.0005852,0.0006859,0.0008322,0.0007973,0.0009754,0.0012231,0.0013696,0.0016388,0.0018455,0.0021335,0.0024827,0.0027744,0.0029271,0.0033704,0.0036908,0.0040033,0.0042126,0.0048364,0.0056298,0.0061942,0.0076317,0.0097894,0.0135706,0.0200347,0.0322483,0.0543893,0.0921483,0.1496203,0.2205403,0.2810263,0.3226843,0.3589403,0.3906123,0.4179983,0.4415403,0.4622573,0.4796623
335,PM9.8,mcr-8,G17,10,20200521_02,84.20151254,0.00036478,-0.00023622,-0.00022232,-7.90E-05,0.00017278,0.00019698,0.00016998,0.00067208,0.00025608,0.00044208,0.00073238,0.00082978,0.00091448,0.00117748,0.00149258,0.00130998,0.00140208,0.00168868,0.00180688,0.00189318,0.00213458,0.00219858,0.00254468,0.00263598,0.00276248,0.00322258,0.00338888,0.00415278,0.00511178,0.00670268,0.00977018,0.01531698,0.02607358,0.04526858,0.07883658,0.13318758,0.20633058,0.28142058,0.33103058,0.37230558,0.40887658,0.44028258,0.46841858,0.49236758,0.51235958
336,PM9.8,mcr-8,G17,10,20200521_02,84.43596912,-0.00117756,-0.00031586,0.00014514,0.00058294,0.00076534,0.00095784,0.00097584,0.00119294,0.00142234,0.00187214,0.00177624,0.00147964,0.00193734,0.00186774,0.00229364,0.00237624,0.00231524,0.00247434,0.00256974,0.00269504,0.00288624,0.00319564,0.00332634,0.00348894,0.00359074,0.00340764,0.00404384,0.00454994,0.00526184,0.00694244,0.00983764,0.01498794,0.02476324,0.04296424,0.07453224,0.12747424,0.20447024,0.29034524,0.35018224,0.39683724,0.43848724,0.47381224,0.50544624,0.53177924,0.55469124
337,PM9.8,mcr-8,G17,10,20200521_02,84.36477214,-0.00209042,-0.00030952,0.00041518,0.00073658,0.00124818,0.00131768,0.00168668,0.00303698,0.00222378,0.00223868,0.00255748,0.00240068,0.00289438,0.00633918,0.00539568,0.00598328,0.00621428,0.00606698,0.00591938,0.00615988,0.00632378,0.00659288,0.00701478,0.00742768,0.00767688,0.00783418,0.00839088,0.00914238,0.01032598,0.01233848,0.01629408,0.02361698,0.03701198,0.06145198,0.10348198,0.16942898,0.25366198,0.32900798,0.38086798,0.42408698,0.46286398,0.49626798,0.52546298,0.55026098,0.57158298
338,PM9.8,mcr-8,G17,100,20200521_02,84.1957912,-0.00031528,-0.00017028,-7.49E-05,0.00020802,0.00035242,0.00038952,0.00037062,0.00049452,0.00062012,0.00085192,0.00103452,0.00106412,0.00099102,0.00144512,0.00160252,0.00157672,0.00196712,0.00216542,0.00230302,0.00257032,0.00295902,0.00357632,0.00406632,0.00456882,0.00490122,0.00590262,0.00744272,0.00990602,0.01383192,0.02131662,0.03478242,0.05839242,0.09988442,0.16337742,0.24245142,0.30637442,0.35077542,0.38995142,0.42485042,0.45595542,0.48150342,0.50376442,0.52402942,0.54076142,0.55548842
339,PM9.8,mcr-8,G17,100,20200521_02,84.19261542,0.00022012,0.00015582,-3.71E-05,-0.00010208,-0.00023678,-9.78E-06,2.07E-05,-9.31E-05,0.00010322,2.47E-05,0.00025502,0.00031402,0.00020032,0.00045012,0.00084432,0.00112602,0.00124532,0.00162482,0.00166272,0.00220692,0.00258692,0.00296822,0.00326992,0.00370412,0.00432682,0.00561892,0.00767772,0.01133202,0.01818402,0.03060192,0.05359992,0.09283992,0.15359192,0.22996192,0.29189892,0.33436092,0.37237192,0.40644392,0.43591192,0.46108092,0.48384192,0.50277092,0.51925792,0.53431792,0.54719092
340,PM9.8,mcr-8,G17,100,20200521_02,84.16717074,-0.0012562,-0.0004476,0.0001641,0.0004687,0.001071,0.0009787,0.0011556,0.0013975,0.001786,0.0015619,0.0018063,0.001954,0.0019405,0.0021267,0.0026064,0.0027796,0.0024872,0.0027672,0.0029481,0.0032741,0.0032642,0.0034902,0.0037506,0.0042845,0.0050582,0.0061975,0.0089267,0.0129626,0.0213237,0.0363585,0.0634476,0.1091206,0.1757036,0.2522086,0.3070496,0.3482586,0.3846946,0.4175456,0.4450606,0.4685866,0.4887826,0.5063026,0.5219916,0.5357476,0.5479436
341,PM9.8,mcr-8,G17,100,20200521_02,84.22776039,-0.00175474,-0.00037384,0.00045816,0.00078936,0.00088106,0.00141556,0.00152516,0.00147746,0.00198036,0.00171246,0.00179786,0.00197716,0.00206536,0.00221486,0.00207766,0.00240116,0.00233006,0.00266196,0.00257116,0.00267286,0.00261866,0.00269876,0.00327706,0.00316366,0.00336846,0.00385156,0.00501796,0.00658426,0.00912416,0.01482916,0.02486026,0.04347626,0.07668426,0.12898326,0.20103526,0.27513826,0.32288826,0.36250126,0.39795826,0.42872426,0.45548826,0.47813926,0.49780226,0.51507226,0.52970926
342,PM9.8,mcr-8,G17,100,20200521_02,84.11247126,-0.001854,-0.0004642,0.0004363,0.0007593,0.0011226,0.0009745,0.001208,0.0014441,0.0013318,0.0014459,0.0015138,0.001501,0.0015454,0.0017649,0.0021258,0.0020668,0.0024264,0.0026508,0.0026788,0.002936,0.0030587,0.0033211,0.0034945,0.0042917,0.0046359,0.0057822,0.007905,0.0116396,0.017883,0.0309585,0.0536915,0.0933795,0.1553255,0.2375555,0.3143005,0.3647535,0.4068095,0.4454685,0.4780055,0.5062025,0.5298695,0.5503255,0.5685415,0.5837885,0.5982185
343,PM9.8,mcr-8,G17,100,20200521_02,84.38646843,-0.0012042,-0.0004741,0.0001643,0.0006876,0.0008264,0.0009618,0.0010032,0.00108,0.0013145,0.0016108,0.0014238,0.0014275,0.0017784,0.001755,0.0021258,0.0019091,0.0020528,0.0023277,0.0024644,0.0028233,0.0027864,0.0032002,0.0035016,0.0040889,0.0051784,0.0068459,0.0102511,0.0159805,0.0271133,0.0475353,0.0831453,0.1413483,0.2207743,0.3029953,0.3571773,0.4018863,0.4407453,0.4755573,0.5048163,0.5292853,0.5509723,0.5697423,0.5863243,0.6003423,0.6122953
344,PM9.8,mcr-8,G17,1000,20200521_02,84.20645464,-0.0019289,-0.0003118,0.0002565,0.0009423,0.0010419,0.0012103,0.0013143,0.001507,0.0017353,0.0018495,0.0018946,0.0021683,0.0022524,0.0023953,0.0026677,0.0029844,0.0032623,0.0035628,0.0040711,0.0042464,0.0048271,0.0057271,0.0068253,0.008561,0.0124388,0.019179,0.0320457,0.0549784,0.0953784,0.1567604,0.2352014,0.3009904,0.3460844,0.3845894,0.4192274,0.4494154,0.4753464,0.4974184,0.5167414,0.5338374,0.5478074,0.5607674,0.5725644,0.5822904,0.5920794
345,PM9.8,mcr-8,G17,1000,20200521_02,84.26742438,-0.00137066,-0.00040866,0.00037314,0.00064714,0.00075904,0.00106754,0.00118884,0.00130114,0.00148584,0.00159314,0.00163474,0.00158234,0.00182164,0.00197684,0.00221084,0.00231364,0.00268124,0.00315454,0.00321234,0.00346694,0.00425584,0.00482324,0.00620264,0.00854774,0.01282634,0.02143804,0.03630084,0.06356784,0.10977184,0.17732684,0.25589584,0.31370784,0.35661284,0.39460284,0.42757384,0.45613584,0.48020984,0.50170584,0.51958884,0.53554984,0.54884184,0.56113884,0.57217384,0.58160384,0.59022384
346,PM9.8,mcr-8,G17,1000,20200521_02,84.40017421,-0.0007601,-0.0001809,0.0004398,5.19E-05,0.0004493,0.000544,0.0007032,0.0005003,0.0006261,0.0007814,0.0007829,0.0011297,0.0010387,0.0012029,0.0013728,0.0014907,0.0014503,0.0018162,0.0021386,0.0024409,0.0029239,0.0038769,0.0050175,0.0074365,0.0118662,0.0201875,0.0354126,0.0621526,0.1079826,0.1757076,0.2566316,0.3197826,0.3666246,0.4063806,0.4407946,0.4716306,0.4968966,0.5194826,0.5387416,0.5559116,0.5701926,0.5832806,0.5952406,0.6057246,0.6148496
347,PM9.8,mcr-8,G17,1000,20200521_02,84.23462278,-0.0017382,-0.0001824,0.0003831,0.0006162,0.0009213,0.0010043,0.0011601,0.0011456,0.0016032,0.001717,0.0017451,0.0015397,0.0019914,0.0019116,0.0020776,0.0023812,0.0021019,0.0022955,0.0025874,0.0030925,0.0034585,0.0038181,0.0054179,0.0076673,0.0119958,0.0199178,0.035256,0.062093,0.107841,0.174103,0.252506,0.303751,0.344993,0.381559,0.414156,0.442546,0.46617,0.486998,0.50519,0.520624,0.534212,0.546241,0.55688,0.567171,0.575752
348,PM9.8,mcr-8,G17,1000,20200521_02,84.31680929,-0.00112794,-0.00025514,0.00015636,0.00038136,0.00084536,0.00096426,0.00107406,0.00130976,0.00145896,0.00131556,0.00145806,0.00160516,0.00167936,0.00201896,0.00225596,0.00207366,0.00216036,0.00248216,0.00267156,0.00302906,0.00359186,0.00424186,0.00521346,0.00743416,0.01133426,0.01909576,0.03344486,0.05876286,0.10008886,0.16502986,0.24497586,0.30976886,0.35566286,0.39443286,0.42927186,0.45949686,0.48460486,0.50640986,0.52568086,0.54162986,0.55611786,0.56848786,0.58015986,0.58965086,0.59914386
349,PM9.8,mcr-8,G17,1000,20200521_02,84.38829865,-0.00113142,-4.58E-05,0.00012018,0.00027928,0.00077778,0.00087588,0.00080148,0.00127748,0.00124078,0.00103058,0.00113658,0.00142338,0.00144238,0.00167208,0.00188748,0.00180718,0.00186178,0.00213778,0.00228218,0.00253518,0.00290988,0.00349938,0.00468978,0.00720878,0.01133778,0.01913198,0.03449298,0.06037598,0.10507698,0.17071298,0.24692898,0.30402898,0.34614998,0.38283198,0.41465898,0.44276698,0.46622598,0.48686598,0.50402598,0.51936898,0.53292598,0.54480298,0.55473598,0.56479798,0.57272898
350,PM9.8,mcr-8,G17,10000,20200521_02,84.49760332,-0.00158184,-0.00035584,0.00046936,0.00062126,0.00084706,0.00091066,0.00102366,0.00126906,0.00147596,0.00153616,0.00151746,0.00177546,0.00182126,0.00196226,0.00217816,0.00244666,0.00275676,0.00359576,0.00441956,0.00610096,0.00891236,0.01431756,0.02372266,0.04149326,0.07290926,0.12389826,0.19608326,0.27352026,0.32754926,0.37026026,0.40794626,0.44052726,0.46870726,0.49258926,0.51306826,0.53083826,0.54678726,0.56015726,0.57179226,0.58324626,0.59200826,0.60083926,0.60910126,0.61565826,0.62280326
351,PM9.8,mcr-8,G17,10000,20200521_02,84.44111321,-0.00166098,-0.00033388,0.00015682,0.00067012,0.00116792,0.00105552,0.00123002,0.00157812,0.00157562,0.00143652,0.00173922,0.00185752,0.00182672,0.00205952,0.00248722,0.00273022,0.00306792,0.00362812,0.00449542,0.00609442,0.00899642,0.01448472,0.02446102,0.04230782,0.07388582,0.12644182,0.20061082,0.28044882,0.33615582,0.38042482,0.41872682,0.45224382,0.48152982,0.50602782,0.52722182,0.54605082,0.56148482,0.57590482,0.58838282,0.59945482,0.60950782,0.61790482,0.62638082,0.63330182,0.64075882
352,PM9.8,mcr-8,G17,10000,20200521_02,84.34281509,-0.00130728,-0.00041088,0.00014892,0.00072922,0.00084002,0.00114572,0.00110162,0.00155132,0.00147482,0.00137182,0.00149862,0.00164872,0.00184832,0.00192762,0.00197822,0.00247942,0.00262282,0.00321712,0.00393342,0.00550332,0.00866722,0.01414772,0.02478102,0.04407222,0.07801822,0.13292122,0.20861822,0.28740522,0.33877922,0.38114722,0.41880822,0.45039422,0.47842822,0.50291822,0.52342322,0.54095822,0.55640622,0.56982622,0.58168722,0.59271422,0.60191322,0.61075122,0.61833122,0.62519422,0.63234522
353,PM9.8,mcr-8,G17,10000,20200521_02,84.28228391,-0.00153144,-0.00028184,0.00016856,0.00077436,0.00087036,0.00115546,0.00127716,0.00161286,0.00155736,0.00152946,0.00175106,0.00181776,0.00207746,0.00230456,0.00275276,0.00264786,0.00300916,0.00383976,0.00452396,0.00606286,0.00914916,0.01471646,0.02458156,0.04326546,0.07613446,0.12902446,0.20305246,0.27978546,0.33129946,0.37257746,0.41028446,0.44232546,0.47019246,0.49389146,0.51438546,0.53168446,0.54770246,0.56176046,0.57367746,0.58428046,0.59401046,0.60223446,0.61108946,0.61864646,0.62562146
354,PM9.8,mcr-8,G17,10000,20200521_02,84.40891251,-0.0018555,-0.0002601,0.0003421,0.0008611,0.0009124,0.0011722,0.0013642,0.0016994,0.0017564,0.0017731,0.002061,0.0022692,0.0022234,0.0026506,0.0030822,0.0031046,0.0035464,0.0041782,0.0052535,0.006875,0.0098059,0.0159115,0.026093,0.0451809,0.0793399,0.1339269,0.2101159,0.2896299,0.3431139,0.3865839,0.4245209,0.4572429,0.4861619,0.5098439,0.5303359,0.5487289,0.5636669,0.5775769,0.5902439,0.6005839,0.6097729,0.6194169,0.6268239,0.6345109,0.6398939
355,PM9.8,mcr-8,G17,10000,20200521_02,84.43297524,-0.00193216,-0.00023196,0.00030624,0.00068004,0.00117784,0.00126234,0.00158504,0.00152554,0.00176984,0.00192524,0.00198964,0.00232424,0.00236024,0.00278404,0.00275134,0.00320464,0.00340564,0.00447364,0.00572924,0.00770444,0.01143924,0.01885444,0.03242124,0.05655324,0.09859124,0.16340424,0.24479724,0.31579424,0.36499624,0.40626124,0.44194624,0.47335924,0.50034124,0.52325524,0.54349824,0.56006424,0.57526624,0.58788624,0.60004824,0.61070724,0.61954324,0.62852124,0.63626224,0.64375924,0.64963024
356,PM9.8,mcr-8,G17,100000,20200521_02,84.43080442,-0.0015817,-0.000167,0.0001425,0.000578,0.0010282,0.0009858,0.0014205,0.0013167,0.0015055,0.00138,0.0016407,0.0017806,0.0022467,0.0026017,0.0033233,0.0040645,0.0053352,0.0081253,0.013065,0.0224508,0.0389838,0.0690478,0.1194698,0.1934378,0.2787718,0.3430028,0.3909758,0.4315318,0.4678278,0.4987788,0.5250008,0.5477518,0.5673818,0.5841238,0.5994898,0.6126858,0.6243488,0.6348778,0.6436908,0.6532408,0.6607148,0.6677758,0.6740728,0.6807518,0.6868208
357,PM9.8,mcr-8,G17,100000,20200521_02,84.49005541,-0.001247,-0.000319,0.000196,0.000523,0.000847,0.0010057,0.0013005,0.0012272,0.0013622,0.0015074,0.0018068,0.0018843,0.0021862,0.0027481,0.0031042,0.0039359,0.0054471,0.0084915,0.0130693,0.0216075,0.0372177,0.0656517,0.1129717,0.1825347,0.2627837,0.3238407,0.3687047,0.4073337,0.4410767,0.4706737,0.4953457,0.5173677,0.5355577,0.5521007,0.5659707,0.5784637,0.5892957,0.5992937,0.6083577,0.6163627,0.6236277,0.6300807,0.6369427,0.6430177,0.6477347
358,PM9.8,mcr-8,G17,100000,20200521_02,84.44006876,-0.0016689,-0.0004981,0.0002144,0.0009394,0.0010132,0.0016049,0.0016397,0.0016721,0.0019429,0.0022314,0.0024669,0.002432,0.0026361,0.0033074,0.0038388,0.0045713,0.0063674,0.0091023,0.014141,0.0239436,0.0415846,0.0729036,0.1260986,0.2051206,0.2960026,0.3647406,0.4153876,0.4591276,0.4978786,0.5312766,0.5589906,0.5833706,0.6044706,0.6226256,0.6381956,0.6521936,0.6645686,0.6758186,0.6860296,0.6951926,0.7035116,0.7115866,0.7183296,0.7250416,0.7313626
359,PM9.8,mcr-8,G17,100000,20200521_02,84.3539175,-0.00180596,-0.00025776,0.00032444,0.00083584,0.00090344,0.00135844,0.00123544,0.00160634,0.00168954,0.00181944,0.00181184,0.00211604,0.00248254,0.00278864,0.00329264,0.00433334,0.00577114,0.00833354,0.01329404,0.02194144,0.03815164,0.06742364,0.11566564,0.18596564,0.26893764,0.33055764,0.37620064,0.41525564,0.45031564,0.47950564,0.50524164,0.52722764,0.54564464,0.56226264,0.57622464,0.58889964,0.60049964,0.61032864,0.61926864,0.62747764,0.63519664,0.64180864,0.64824864,0.65382864,0.65941364
360,PM9.8,mcr-8,G17,100000,20200521_02,84.39453098,-0.00164096,-0.00052526,0.00034554,0.00079364,0.00102704,0.00112734,0.00130244,0.00171694,0.00179904,0.00166714,0.00180304,0.00208494,0.00221214,0.00285874,0.00330144,0.00412374,0.00582484,0.00837024,0.01288524,0.02197644,0.03879114,0.06768014,0.11650314,0.18646014,0.26664514,0.32458614,0.36892114,0.40652614,0.43985714,0.46780114,0.49239014,0.51377714,0.53113814,0.54742514,0.56072914,0.57287714,0.58403214,0.59410814,0.60291714,0.61070114,0.61750614,0.62427514,0.63001114,0.63561014,0.64085314
361,PM9.8,mcr-8,G17,100000,20200521_02,84.54290978,-0.0009028,-2.52E-05,3.80E-06,0.0004077,0.0005165,0.0008652,0.000796,0.0011755,0.0009766,0.001168,0.0012402,0.0014955,0.0017511,0.0020417,0.0024385,0.0032129,0.0046564,0.0071198,0.0118364,0.0207521,0.0374672,0.0670032,0.1158632,0.1864282,0.2668082,0.3254492,0.3710982,0.4095182,0.4429112,0.4716142,0.4958952,0.5166732,0.5342242,0.5511752,0.5643572,0.5766472,0.5872692,0.5972372,0.6056572,0.6133902,0.6211692,0.6268852,0.6335382,0.6400462,0.6444312
362,PM9.8,mcr-8,G17,1000000,20200521_02,84.40589533,-0.00147666,-0.00039906,0.00034954,0.00061664,0.00090954,0.00104854,0.00132474,0.00145304,0.00184154,0.00198614,0.00245764,0.00327294,0.00492704,0.00752254,0.01265754,0.02177234,0.03846624,0.06860024,0.11832524,0.18951424,0.26923724,0.32685624,0.37038524,0.40881824,0.44170224,0.46958324,0.49377624,0.51399424,0.53165724,0.54772324,0.56126024,0.57363224,0.58370824,0.59360624,0.60245624,0.61051024,0.61814124,0.62481324,0.63169024,0.63684124,0.64262624,0.64754124,0.65297724,0.65845724,0.66234424
363,PM9.8,mcr-8,G17,1000000,20200521_02,84.43240176,-0.00071398,-0.00035428,0.00030092,0.00046842,0.00029892,0.00101622,0.00094152,0.00113382,0.00134582,0.00153062,0.00196682,0.00272592,0.00416362,0.00681162,0.01226392,0.02101232,0.03783602,0.06731612,0.11644612,0.18666412,0.26561912,0.32181312,0.36467512,0.40277412,0.43549512,0.46360512,0.48759812,0.50816812,0.52629012,0.54209512,0.55559612,0.56753112,0.57857612,0.58787312,0.59698712,0.60467112,0.61147612,0.61857712,0.62446512,0.62951312,0.63541612,0.64012612,0.64541912,0.64984312,0.65421512
364,PM9.8,mcr-8,G17,1000000,20200521_02,84.42797792,-0.00129362,-0.00036512,0.00022258,0.00055308,0.00088308,0.00121408,0.00104758,0.00143348,0.00175608,0.00200878,0.00240318,0.00341358,0.00493818,0.00774958,0.01268998,0.02221498,0.03935338,0.07010838,0.12052138,0.19278438,0.27342238,0.33127238,0.37523338,0.41334138,0.44735438,0.47553638,0.50001838,0.52091138,0.53937138,0.55512338,0.56922538,0.58139938,0.59255938,0.60179638,0.61103438,0.61877438,0.62587938,0.63307038,0.63968238,0.64605238,0.65062138,0.65544338,0.66150438,0.66546438,0.67053438
365,PM9.8,mcr-8,G17,1000000,20200521_02,84.40097525,-0.0016479,-0.0003335,0.00026,0.0008485,0.0008729,0.0010907,0.0016239,0.0016187,0.0021557,0.0023658,0.0031921,0.0039603,0.0057637,0.0086551,0.0138545,0.0234253,0.0405785,0.0712715,0.1212445,0.1925725,0.2720365,0.3278175,0.3711445,0.4088745,0.4413295,0.4690345,0.4938845,0.5138535,0.5321625,0.5471795,0.5608905,0.5733515,0.5841765,0.5944565,0.6031835,0.6118085,0.6188655,0.6263585,0.6331145,0.6389725,0.6451545,0.6502045,0.6561505,0.6608605,0.6653115
366,PM9.8,mcr-8,G17,1000000,20200521_02,84.4402394,-0.0022554,-0.0003713,0.0003521,0.0010838,0.0011908,0.0015697,0.0017992,0.0022616,0.0025699,0.0027393,0.003258,0.0041001,0.0057177,0.0084254,0.0136147,0.0234503,0.0416718,0.0735148,0.1265618,0.2012468,0.2845218,0.3448808,0.3903398,0.4295418,0.4634008,0.4936608,0.5175618,0.5393888,0.5585028,0.5745018,0.5886268,0.6006418,0.6125858,0.6227838,0.6318108,0.6396908,0.6474298,0.6543018,0.6617678,0.6678968,0.6730108,0.6787898,0.6836238,0.6877388,0.6925068
367,PM9.8,mcr-8,G17,1000000,20200521_02,84.45642772,-0.0017258,-0.0003725,0.0003785,0.0007773,0.0009425,0.0011474,0.0013613,0.0017922,0.0017902,0.0022193,0.0028841,0.0036354,0.0052134,0.0080883,0.0132932,0.0228825,0.0407628,0.0726058,0.1239178,0.1966488,0.2770208,0.3329078,0.3760838,0.4137868,0.4460308,0.4735908,0.4970728,0.5177318,0.5346738,0.5505358,0.5639028,0.5754878,0.5861108,0.5957098,0.6043678,0.6116018,0.6192618,0.6251868,0.6319168,0.6371338,0.6425498,0.6474958,0.6522278,0.6571198,0.6619538
368,PM9.8,mcr-8,G17,10000000,20200521_02,84.45940668,-0.00168404,-0.00044464,0.00029156,0.00069366,0.00114346,0.00134426,0.00189616,0.00233646,0.00359806,0.00541496,0.00906156,0.01616696,0.02866336,0.05221006,0.09266406,0.15551606,0.23654906,0.31141406,0.36149106,0.40303206,0.43972106,0.47080406,0.49810306,0.52115106,0.54037706,0.55776506,0.57227706,0.58538706,0.59732806,0.60829006,0.61712106,0.62592406,0.63295606,0.64053906,0.64687206,0.65316106,0.65866506,0.66470506,0.66986606,0.67534706,0.67905006,0.68417306,0.68864606,0.69209606,0.69582506
369,PM9.8,mcr-8,G17,10000000,20200521_02,84.45779919,-0.00120584,-0.00033544,0.00015336,0.00058386,0.00080406,0.00128586,0.00156146,0.00206196,0.00329916,0.00504606,0.00871896,0.01569486,0.02832496,0.05168096,0.09172096,0.15432196,0.23480496,0.30906296,0.35900396,0.40046096,0.43654396,0.46761896,0.49518496,0.51703996,0.53703096,0.55403196,0.56902796,0.58176596,0.59350596,0.60339396,0.61250796,0.62114596,0.62867896,0.63533996,0.64154296,0.64811896,0.65360796,0.65839296,0.66364896,0.66818896,0.67268296,0.67653896,0.68082396,0.68479896,0.68826596
370,PM9.8,mcr-8,G17,10000000,20200521_02,84.43564487,-0.0011401,-0.0003258,0.0002111,0.0004969,0.0007579,0.0010592,0.0013515,0.0022227,0.0033692,0.005331,0.0091577,0.0168125,0.0300786,0.054713,0.097507,0.163484,0.248632,0.326138,0.378102,0.421331,0.459795,0.492689,0.521234,0.544417,0.565017,0.582976,0.59856,0.611894,0.624965,0.635432,0.645315,0.653949,0.661809,0.670183,0.676695,0.682865,0.689212,0.69446,0.700387,0.705333,0.709982,0.714832,0.719033,0.723284,0.727166
